First_Name,Last_Name,Department,Role,Hire Date,Base Salary,Monthly Sales,Sales Target,Commission Rate,Commission Earned,Customer Rating,Customer Complaints,Employee Satisfaction Score,Manager Name,Sales Performance Status 1,Sales Performance Status 2,Customer Handling Rating 2
Christopher,Deleon,Marketing,SEO Specialist,12/17/2022,66096,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Gina,Carey,Customer Support,Customer Service Rep,07/12/2020,39669,,,,,3,5,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Joshua,Lane,Operations,Procurement Specialist,9/16/2019,53567,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Charles,Collins,HR,HR Coordinator,7/13/2019,85295,,,,,,,74,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Katherine,Vasquez,Finance,Financial Analyst,7/27/2018,84735,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
John,Mccormick,Sales,Sales Executive,6/28/2022,47351,188502,168196,0.057558107,10849.82,4,3,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
Sarah,Thompson,Sales,Sales Manager,01/12/2015,89888,102320,56124,0.044560206,4559.4,4,8,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
Alicia,Andersen,Customer Support,Customer Service Rep,12/13/2017,37619,,,,,5,1,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Reginald,Lucas,IT,Software Engineer,03/04/2018,108379,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Sheri,Moody,HR,HR Manager,2/16/2018,82661,,,,,,,87,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
David,Murray,Finance,Financial Analyst,6/21/2017,93169,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Paul,Brown,HR,Recruiter,1/28/2018,92133,,,,,,,74,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Victor,Barber,Finance,Financial Analyst,10/03/2020,68529,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Angela,Schultz,Operations,Logistics Coordinator,11/04/2020,79708,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Raymond,Jackson,Sales,Sales Manager,09/06/2017,67960,114285,169472,0.048743913,5570.7,2,9,,Bryan Burnett,Meets Expectations,Needs Improvement,Needs Improvement
Brooke,Crawford,Finance,Auditor,7/30/2015,100623,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Dana,Beck,Marketing,Marketing Analyst,9/29/2016,49100,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Amy,Simmons,Marketing,Content Strategist,02/11/2015,72877,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Susan,Hale,IT,IT Support,9/29/2022,77076,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
David,Jones,Sales,Account Manager,9/14/2016,42283,117455,155702,0.036677328,4307.94,4,6,,Bryan Burnett,Meets Expectations,Needs Improvement,Needs Improvement
Tyler,Martin,HR,Recruiter,3/18/2016,70394,,,,,,,99,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Katherine,Beard,Operations,Procurement Specialist,9/22/2021,95343,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Amanda,Moore,HR,HR Coordinator,02/01/2023,78403,,,,,,,98,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Lauren,Clark,Operations,Logistics Coordinator,6/26/2020,60798,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Bailey,Mccoy,HR,HR Coordinator,05/07/2023,62431,,,,,,,91,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Johnny,Nelson,Marketing,SEO Specialist,12/26/2021,46269,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Russell,Walters,Customer Support,Support Specialist,4/14/2023,55177,,,,,1,1,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Matthew,Hopkins,Marketing,Content Strategist,10/29/2020,66604,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Nichole,Mcclure,Marketing,SEO Specialist,08/01/2021,53969,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Jamie,Harris,Finance,Financial Analyst,02/09/2021,107493,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Laurie,Gray,Operations,Logistics Coordinator,08/12/2015,55085,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Jeff,Murphy,Marketing,Content Strategist,9/28/2023,51898,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Jennifer,Rogers,Operations,Logistics Coordinator,11/13/2020,84298,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Gary,Thompson,Finance,Accountant,7/28/2016,62767,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Adam,Petty,Customer Support,Customer Service Rep,8/15/2023,45131,,,,,5,3,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Vanessa,Roman,IT,IT Support,07/04/2023,108185,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Bruce,Roberts,HR,HR Coordinator,8/16/2022,65007,,,,,,,77,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Charles,Williams,Operations,Procurement Specialist,08/01/2020,95244,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Kevin,Williams,HR,Recruiter,08/04/2020,54920,,,,,,,91,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Michael,Escobar,Marketing,SEO Specialist,7/16/2018,82881,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Aaron,Lewis,HR,HR Manager,04/12/2015,70269,,,,,,,93,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Gregory,Barr,Marketing,Content Strategist,11/10/2021,50627,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Nicholas,Mitchell,HR,HR Manager,11/22/2018,87874,,,,,,,78,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Danny,Patton,Marketing,SEO Specialist,03/11/2018,80584,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Michelle James,Dvm,Sales,Account Manager,10/06/2017,45348,20287,174985,0.038726726,785.65,3,7,,Bryan Burnett,Meets Expectations,Needs Improvement,Needs Improvement
Ian,Acevedo,Sales,Sales Executive,07/09/2017,63469,244095,114780,0.044264811,10804.82,3,0,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
Christian,Obrien,Sales,Account Manager,3/14/2022,88267,50715,57672,0.032338242,1640.03,3,6,,Bryan Burnett,Meets Expectations,Meets Expectations,Needs Improvement
Jill,Haynes,Sales,Account Manager,7/29/2023,58678,223976,50517,0.063383546,14196.39,3,2,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
Denise,Bryant,Customer Support,Support Specialist,1/28/2017,62852,,,,,1,2,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Nancy,Johnson,Customer Support,Call Center Agent,9/30/2016,56431,,,,,4,1,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Amy,Simmons,Customer Support,Support Specialist,9/14/2015,52681,,,,,4,8,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Emily,Wagner,Finance,Accountant,8/26/2021,82382,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Andrew,Cox,Marketing,SEO Specialist,06/01/2015,75197,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Benjamin,Bell,Marketing,Marketing Analyst,12/12/2017,65936,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Judith,Mack,Marketing,Content Strategist,6/17/2019,59699,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Julie,Peterson,Operations,Procurement Specialist,10/14/2021,61480,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Susan,Adams,Operations,Operations Manager,6/14/2017,96092,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Matthew,Williams,Customer Support,Call Center Agent,10/31/2018,64926,,,,,1,5,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Joel,Carr,HR,HR Manager,5/16/2015,45778,,,,,,,95,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
David,Johnson,Sales,Sales Manager,3/19/2017,89854,29723,67569,0.030520886,907.17,3,8,,Bryan Burnett,Meets Expectations,Needs Improvement,Needs Improvement
Jill,Roberts,IT,Data Analyst,6/28/2016,90381,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Christine,Lewis,Finance,Auditor,5/20/2015,91277,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Scott,Herrera,Operations,Logistics Coordinator,02/06/2017,59026,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Todd,Vang,Customer Support,Support Specialist,12/14/2022,44251,,,,,5,2,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Jason,Walker,Finance,Accountant,12/20/2019,63167,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Pamela,Conner,IT,IT Support,4/21/2017,57833,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Brandon,Nichols,HR,Recruiter,8/13/2016,59604,,,,,,,94,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Tara,Barr,Marketing,Content Strategist,06/04/2022,68984,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Christopher,Scott,Sales,Sales Executive,11/14/2018,83909,211323,136185,0.065121817,13761.74,1,6,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
Nancy,Smith,HR,HR Manager,1/15/2022,59464,,,,,,,92,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Courtney,Joseph,IT,Data Analyst,7/22/2019,77432,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
James,Johnson,IT,Data Analyst,8/22/2018,81237,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
David,Johnston,IT,Software Engineer,6/17/2016,82684,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Ashley,White,IT,Data Analyst,2/24/2019,88530,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Jasmine,Rangel,Sales,Sales Executive,10/10/2022,48894,214315,128408,0.066684117,14291.41,1,5,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
Catherine,Ramirez,Finance,Accountant,9/24/2016,67854,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Kaylee,Garcia,Sales,Sales Manager,10/04/2016,44917,141240,124887,0.045232539,6388.64,2,1,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
Joshua,Wise,Sales,Sales Manager,04/05/2020,56908,39032,194476,0.038061559,1485.62,1,0,,Bryan Burnett,Meets Expectations,Needs Improvement,Needs Improvement
Terri,Mack,Finance,Accountant,3/15/2022,82070,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Austin,Carter,Operations,Logistics Coordinator,11/04/2015,69691,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Crystal,Miller,IT,Data Analyst,6/30/2018,113476,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Jason,Martinez,IT,IT Support,02/01/2019,86306,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Angela,Miller,Sales,Account Manager,05/06/2015,45955,140970,131764,0.052169918,7354.39,4,3,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
Scott,Morgan,Operations,Procurement Specialist,12/10/2021,85373,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Marc,Garcia,IT,Software Engineer,3/28/2016,85871,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Michelle,Ray,HR,Recruiter,6/27/2022,58103,,,,,,,75,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Javier,Rivers,Operations,Logistics Coordinator,07/05/2017,74482,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Mr. Stephen Hale,Dvm,Marketing,Marketing Analyst,4/30/2020,74952,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
James,West,HR,HR Coordinator,1/16/2022,49042,,,,,,,75,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Michael,Parker,Customer Support,Call Center Agent,7/20/2018,64110,,,,,2,0,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Gabriel,Brown,HR,Recruiter,3/22/2019,91214,,,,,,,96,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
David,Harris,HR,HR Coordinator,3/16/2018,84494,,,,,,,71,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Katrina,Donovan,Finance,Auditor,2/15/2020,76562,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Troy,Sweeney,Customer Support,Support Specialist,02/05/2022,36914,,,,,5,2,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Timothy,Watson,HR,Recruiter,08/05/2015,50221,,,,,,,88,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Ethan,Swanson,HR,HR Coordinator,10/01/2019,91059,,,,,,,64,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Martin,Castillo,IT,Data Analyst,6/25/2022,64467,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Glenn,Mendoza,IT,Data Analyst,03/08/2023,76321,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Vanessa,Bruce,Customer Support,Support Specialist,03/03/2018,64050,,,,,5,7,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Nicholas,Weaver,Finance,Auditor,11/21/2016,78314,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Rebecca,Brown,Finance,Financial Analyst,7/13/2021,105029,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Melissa,Allen,Finance,Auditor,10/20/2018,85510,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Theresa,Lin,Marketing,Marketing Analyst,11/02/2022,80112,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Kristopher,Sanchez,Sales,Account Manager,12/04/2016,48686,108586,114493,0.038275997,4156.24,5,5,,Bryan Burnett,Meets Expectations,Meets Expectations,Needs Improvement
Michele,Newton,Customer Support,Support Specialist,3/27/2018,45398,,,,,4,9,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Sandy,Wall,Finance,Accountant,09/03/2016,70495,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Angela,Powers,IT,Software Engineer,02/10/2016,73337,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Melissa,Davis,Finance,Financial Analyst,4/26/2019,68956,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Xavier,Conner,Finance,Accountant,12/21/2016,99158,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Cindy,Nelson,Marketing,SEO Specialist,01/04/2017,71860,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Haley,Hall,HR,Recruiter,3/20/2023,73780,,,,,,,68,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Mr. Christopher Osborn,Dvm,Operations,Logistics Coordinator,7/27/2020,69720,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Linda,Doyle,Customer Support,Call Center Agent,7/13/2017,67493,,,,,3,5,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Angela,Schultz,HR,Recruiter,02/10/2022,55036,,,,,,,84,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Brian,Gross,IT,IT Support,02/06/2021,81212,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Ryan,Serrano,Marketing,Content Strategist,02/03/2023,56818,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Lisa,Ford,Operations,Logistics Coordinator,06/12/2021,101287,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
David,Jackson,IT,Software Engineer,03/02/2019,54714,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Austin,Rosario,Customer Support,Call Center Agent,12/23/2020,64224,,,,,3,6,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Kelly,Baker,Sales,Account Manager,6/15/2016,84455,180084,93470,0.031531399,5678.3,5,8,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
Mr. Darrell Delgado,Jr.,Operations,Logistics Coordinator,4/27/2016,100717,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Angela,Patel,Marketing,Marketing Analyst,2/22/2021,52586,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Kevin,Cook,IT,Data Analyst,08/11/2023,54391,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Shane,Garrison,Operations,Procurement Specialist,4/27/2023,93263,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Jason,Ramirez,Marketing,Content Strategist,12/28/2017,84112,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Kevin,Bryant,Operations,Operations Manager,03/11/2021,72789,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Jessica,Collins,Finance,Auditor,9/24/2020,76227,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Ricky,Thompson,IT,Software Engineer,12/19/2019,104601,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Faith,Sharp,Marketing,Marketing Analyst,10/01/2016,71926,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Brooke,Smith,HR,HR Coordinator,02/07/2015,88775,,,,,,,92,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Michelle,Parrish,Finance,Financial Analyst,8/24/2020,73221,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
John,Frank,IT,IT Support,5/27/2023,104505,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Samantha,Obrien,Sales,Sales Executive,07/01/2022,80105,118756,133239,0.066629947,7912.71,4,9,,Bryan Burnett,Meets Expectations,Meets Expectations,Needs Improvement
Jessica,Nelson,Operations,Operations Manager,12/31/2021,103637,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Sandy,Herrera,Finance,Auditor,9/26/2018,68281,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Jason,Richardson,HR,HR Manager,03/09/2015,89432,,,,,,,86,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Kathleen,Kirby,Customer Support,Call Center Agent,7/22/2023,57769,,,,,5,1,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Angela,Skinner,Finance,Financial Analyst,11/04/2021,92047,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Candace,Harrison,HR,HR Coordinator,07/10/2021,83386,,,,,,,86,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
